show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,text_features
s4250,Movie,Mr. Church,Bruce Beresford,"Eddie Murphy, Britt Robertson, Natascha McElhone, Xavier Samuel, Lucy Fry, Christian Madsen, Natalie Coughlin, Madison Wolfe, Thom Barry, Mckenna Grace",United States,"December 22, 2018",2016,PG-13,105 min,Dramas,"A temporary personal chef, a terminally ill single mother and her young daughter form an unlikely bond that redefines the meaning of family.",bruce beresford eddie murphy britt robertson natascha mcelhone xavier samuel lucy fry christian madsen natalie coughlin madison wolfe thom barry mckenna grace dramas a temporary personal chef a terminally ill single mother and her young daughter form an unlikely bond that redefines the meaning of family
s4251,Movie,Mr. Deeds,Steve Brill,"Adam Sandler, Winona Ryder, Peter Gallagher, Jared Harris, Allen Covert, Erick Avari, John Turturro, Peter Dante, Conchata Ferrell, Steve Buscemi",United States,"August 1, 2020",2002,PG-13,97 min,"Comedies, Romantic Movies","After inheriting a media empire, humble Longfellow Deeds moves to the Big Apple – where a reporter and a company bigwig are waiting to pounce on him.",steve brill adam sandler winona ryder peter gallagher jared harris allen covert erick avari john turturro peter dante conchata ferrell steve buscemi comedies romantic movies after inheriting a media empire humble longfellow deeds moves to the big apple – where a reporter and a company bigwig are waiting to pounce on him
s4252,Movie,Mr. Gaga: A True Story of Love and Dance,Tomer Heymann,Ohad Naharin,"Israel, Sweden, Germany, Netherlands","June 15, 2017",2015,TV-14,102 min,"Documentaries, International Movies",World-renowned choreographer Ohad Naharin is profiled in this vivid documentary that mixes rehearsal footage with insights about his influence.,tomer heymann ohad naharin documentaries international movies worldrenowned choreographer ohad naharin is profiled in this vivid documentary that mixes rehearsal footage with insights about his influence
s4253,TV Show,Mr. Iglesias,Unknown,"Gabriel Iglesias, Sherri Shepherd, Jacob Vargas, Maggie Geha, Richard Gant, Cree Cicchino, Fabrizio Guido, Oscar Nuñez",United States,"December 8, 2020",2020,TV-14,3 Seasons,"TV Comedies, Teen TV Shows",Hilarious high school teacher Gabriel Iglesias tries to make a difference in the lives of some smart but underperforming students at his alma mater.,unknown gabriel iglesias sherri shepherd jacob vargas maggie geha richard gant cree cicchino fabrizio guido oscar nuñez tv comedies teen tv shows hilarious high school teacher gabriel iglesias tries to make a difference in the lives of some smart but underperforming students at his alma mater
s4254,Movie,Mr. Peabody & Sherman,Rob Minkoff,"Ty Burrell, Max Charles, Ariel Winter, Stephen Colbert, Leslie Mann, Stanley Tucci, Allison Janney, Mel Brooks, Patrick Warburton, Stephen Tobolowsky, Lake Bell",United States,"August 11, 2020",2014,PG,93 min,"Children & Family Movies, Comedies, Sci-Fi & Fantasy","Resurrected from the 1960s animated series ""Rocky and Bullwinkle,"" canine genius Mr. Peabody and young Sherman take a dizzying ride through time.",rob minkoff ty burrell max charles ariel winter stephen colbert leslie mann stanley tucci allison janney mel brooks patrick warburton stephen tobolowsky lake bell children  family movies comedies scifi  fantasy resurrected from the 1960s animated series rocky and bullwinkle canine genius mr peabody and young sherman take a dizzying ride through time
s4255,Movie,Mr. Pig,Diego Luna,"Danny Glover, Maya Rudolph, José María Yazpik, Joel Murray, Angélica Aragón, Gabriela Araujo",Mexico,"December 31, 2016",2016,TV-MA,97 min,"Dramas, Independent Movies, International Movies",An aging California pig farmer whose property is on the brink of foreclosure makes a last-ditch trip across the border to sell his prized hog.,diego luna danny glover maya rudolph josé maría yazpik joel murray angélica aragón gabriela araujo dramas independent movies international movies an aging california pig farmer whose property is on the brink of foreclosure makes a lastditch trip across the border to sell his prized hog
s4256,Movie,MR. RIGHT,Paco Cabezas,"Sam Rockwell, Anna Kendrick, Tim Roth, James Ransone, Anson Mount, Michael Eklund, RZA, Katie Nehra",United States,"February 16, 2020",2015,R,96 min,"Action & Adventure, Comedies, Romantic Movies","Fresh off a bad relationship, thrill-seeking Martha finds romance and danger with Francis, a hit man who's decided to turn the tables on his clients.",paco cabezas sam rockwell anna kendrick tim roth james ransone anson mount michael eklund rza katie nehra action  adventure comedies romantic movies fresh off a bad relationship thrillseeking martha finds romance and danger with francis a hit man whos decided to turn the tables on his clients
s4257,Movie,Mr. Romantic,Ahmed Al-Badry,"Mohamed Emam, Hassan Hosny, Lebleba, Medhat Tekha, Bassem Samra, Dominique Hourani, Saeed Tarabeek, Diaa El Merghany, Nahla Zaki, Saad El Soghayar",Unknown,"June 2, 2020",2009,TV-14,97 min,"Comedies, International Movies, Romantic Movies","When a carefree man is left with his uncle's fortune, he can only receive the riches on one condition: he must settle down with a good woman.",ahmed albadry mohamed emam hassan hosny lebleba medhat tekha bassem samra dominique hourani saeed tarabeek diaa el merghany nahla zaki saad el soghayar comedies international movies romantic movies when a carefree man is left with his uncles fortune he can only receive the riches on one condition he must settle down with a good woman
s4258,Movie,Mr. Roosevelt,Noël Wells,"Noël Wells, Nick Thune, Britt Lower, Daniella Pineda, Andre Hyland, Armen Weitzman, Sergio Cilli",United States,"December 26, 2017",2017,TV-MA,91 min,"Comedies, Independent Movies","A struggling comedian returns to Austin, Texas, to see her ailing cat and face her messy past – while staying with her ex and his new girlfriend.",noël wells noël wells nick thune britt lower daniella pineda andre hyland armen weitzman sergio cilli comedies independent movies a struggling comedian returns to austin texas to see her ailing cat and face her messy past – while staying with her ex and his new girlfriend
s4259,TV Show,Mr. Sunshine,Lee Eung-bok,"Lee Byung-hun, Kim Tae-ri, Yoo Yeon-seok, Kim Min-jung, Byun Yo-han",South Korea,"July 8, 2018",2018,TV-MA,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",A young boy who ends up in the U.S. after the 1871 Shinmiyangyo incident returns to Korea at a historical turning point and falls for a noblewoman.,lee eungbok lee byunghun kim taeri yoo yeonseok kim minjung byun yohan international tv shows korean tv shows romantic tv shows a young boy who ends up in the us after the 1871 shinmiyangyo incident returns to korea at a historical turning point and falls for a noblewoman
s4260,Movie,Mr. Virgin,Anthony Chan,"Olivia Cheng, Alfred Cheung, Hu Chin, Chung Ping Geung, Anglie Leung",Hong Kong,"August 16, 2018",1984,TV-14,86 min,"Comedies, Dramas, International Movies","When a young man ignores a feng shui master’s warning and decides to marry before turning 30, a series of mishaps begins to curse his life.",anthony chan olivia cheng alfred cheung hu chin chung ping geung anglie leung comedies dramas international movies when a young man ignores a feng shui master’s warning and decides to marry before turning 30 a series of mishaps begins to curse his life
s4261,Movie,Mr. Woodcock,Craig Gillespie,"Billy Bob Thornton, Seann William Scott, Ethan Suplee, Melissa Sagemiller, Susan Sarandon, Melissa Leo, Bill Macy, Kurt Fuller, Amy Poehler",United States,"September 1, 2019",2007,PG-13,88 min,Comedies,"When a self-help author learns that his mother has fallen for his sadistic high school gym teacher, he tries to put a stop to their budding romance.",craig gillespie billy bob thornton seann william scott ethan suplee melissa sagemiller susan sarandon melissa leo bill macy kurt fuller amy poehler comedies when a selfhelp author learns that his mother has fallen for his sadistic high school gym teacher he tries to put a stop to their budding romance
s4262,TV Show,Mr. Young,Unknown,"Brendan Meyer, Matreya Fedor, Gig Morton, Kurt Ostlund, Emily Tennant, Milo Shandel",Canada," April 16, 2019",2013,TV-G,2 Seasons,"Kids' TV, TV Comedies","After Adam graduates from college at age 14, he heads back to high school to teach science, where his crush and his best friends are his students!",unknown brendan meyer matreya fedor gig morton kurt ostlund emily tennant milo shandel kids tv tv comedies after adam graduates from college at age 14 he heads back to high school to teach science where his crush and his best friends are his students
s4263,Movie,Mrs. Serial Killer,Shirish Kunder,"Jacqueline Fernandez, Manoj Bajpayee, Mohit Raina, Zayn Marie Khan",India,"May 1, 2020",2020,TV-MA,107 min,"International Movies, Thrillers","When a doctor gets jailed for a string of shocking murders, his loyal wife sets out to commit a copycat crime to prove his innocence.",shirish kunder jacqueline fernandez manoj bajpayee mohit raina zayn marie khan international movies thrillers when a doctor gets jailed for a string of shocking murders his loyal wife sets out to commit a copycat crime to prove his innocence
s4264,Movie,Ms. Mammy,Wael Ihsan,"Yasmin Abdulaziz, Hassan El Raddad, Ahmed Fouad Selim, Entessar, Hesham Ismail, Badria Tolba, Ghassan Mattar, Eman El-Sayed, Saad El Soghayar, Soleiman Eid, Youssef Eid, Hassan Abdulfattah, Mohamed Lotfy, Hala Fakher",Egypt,"June 6, 2019",2012,TV-14,90 min,"Comedies, International Movies",A successful advertising agency executive falls asleep on an airplane and wakes up in an alternate universe as a stay-at-home mom with three kids.,wael ihsan yasmin abdulaziz hassan el raddad ahmed fouad selim entessar hesham ismail badria tolba ghassan mattar eman elsayed saad el soghayar soleiman eid youssef eid hassan abdulfattah mohamed lotfy hala fakher comedies international movies a successful advertising agency executive falls asleep on an airplane and wakes up in an alternate universe as a stayathome mom with three kids
s4265,Movie,Mubarakan,Anees Bazmee,"Anil Kapoor, Arjun Kapoor, Ileana D'Cruz, Athiya Shetty, Neha Sharma, Vineet Kumar Singh, Pavan Malhotra, Ratna Pathak Shah, Karan Kundra, Anil Mange, Rahul Dev, Sanjay Kapoor",India,"November 5, 2017",2017,PG-13,153 min,"Comedies, Dramas, International Movies","Chaos ensues after two orphaned twin brothers raised apart team up with their eccentric, unmarried uncle to find a solution to their romantic woes.",anees bazmee anil kapoor arjun kapoor ileana dcruz athiya shetty neha sharma vineet kumar singh pavan malhotra ratna pathak shah karan kundra anil mange rahul dev sanjay kapoor comedies dramas international movies chaos ensues after two orphaned twin brothers raised apart team up with their eccentric unmarried uncle to find a solution to their romantic woes
s4266,Movie,Much Ado About Nothing,Alejandro Fernández Almendras,"Agustín Silva, Paulina García, Daniel Alcaíno, Alejandro Goic, Luis Gnecco, Samuel Landea, Dindi Jane, Isabella Costa, Augusto Schuster, Pilar Ronderos","Chile, United States, France","October 1, 2016",2016,TV-MA,96 min,"Dramas, Independent Movies, International Movies",Carefree college student Vicente ends up in a desperate fight for freedom when a well-connected friend falsely accuses him of a hit-and-run accident.,alejandro fernández almendras agustín silva paulina garcía daniel alcaíno alejandro goic luis gnecco samuel landea dindi jane isabella costa augusto schuster pilar ronderos dramas independent movies international movies carefree college student vicente ends up in a desperate fight for freedom when a wellconnected friend falsely accuses him of a hitandrun accident
s4267,Movie,Much Loved,Nabil Ayouch,"Loubna Abidar, Asmaa Lazrak, Halima Karaouane, Sara El Mhamdi Elaaloui, Abdellah Didane, Danny Boushebel, Carlo Brandt, Camélia Montassere","France, Morocco","September 27, 2017",2015,TV-MA,104 min,"Dramas, Independent Movies, International Movies",Four friends who make their living as prostitutes in Morocco deal with both the dangers and stigma that come with their profession.,nabil ayouch loubna abidar asmaa lazrak halima karaouane sara el mhamdi elaaloui abdellah didane danny boushebel carlo brandt camélia montassere dramas independent movies international movies four friends who make their living as prostitutes in morocco deal with both the dangers and stigma that come with their profession
s4268,Movie,Mucho Mucho Amor: The Legend of Walter Mercado,"Cristina Costantini, Kareem Tabsch",Walter Mercado,United States,"July 8, 2020",2020,TV-14,96 min,"Documentaries, LGBTQ Movies","Dazzling and tender-hearted, legendary astrologer Walter Mercado vanished at the peak of his fame. This documentary poignantly explains what happened.",cristina costantini kareem tabsch walter mercado documentaries lgbtq movies dazzling and tenderhearted legendary astrologer walter mercado vanished at the peak of his fame this documentary poignantly explains what happened
s4269,Movie,Mucize,Mahsun Kırmızıgül,"Talat Bulut, Mert Turak, Mahsun Kırmızıgül, Erdem Yener, Erol Demiröz, Ali Sürmeli, Meral Çetinkaya, Büşra Pekin",Turkey,"March 10, 2017",2015,TV-14,136 min,"Dramas, International Movies","Sent away from his family to a remote mountain town, teacher Mahir helps the villagers build a school – and inspires a path to hope for them all.",mahsun kırmızıgül talat bulut mert turak mahsun kırmızıgül erdem yener erol demiröz ali sürmeli meral çetinkaya büşra pekin dramas international movies sent away from his family to a remote mountain town teacher mahir helps the villagers build a school – and inspires a path to hope for them all
s4270,Movie,Mud,Jeff Nichols,"Matthew McConaughey, Reese Witherspoon, Tye Sheridan, Jacob Lofland, Sam Shepard, Ray McKinnon, Sarah Paulson, Michael Shannon, Joe Don Baker, Paul Sparks",United States,"January 1, 2021",2012,PG-13,131 min,"Dramas, Independent Movies","Two Mississippi teens meet peculiar drifter Mud and get caught up in his web of tall tales about lost love, crimes of passion and bounty hunters.",jeff nichols matthew mcconaughey reese witherspoon tye sheridan jacob lofland sam shepard ray mckinnon sarah paulson michael shannon joe don baker paul sparks dramas independent movies two mississippi teens meet peculiar drifter mud and get caught up in his web of tall tales about lost love crimes of passion and bounty hunters
s4271,Movie,Mudbound,Dee Rees,"Carey Mulligan, Jason Clarke, Mary J. Blige, Garrett Hedlund, Jason Mitchell, Rob Morgan, Jonathan Banks",United States,"November 17, 2017",2017,R,135 min,"Dramas, Independent Movies","Two Mississippi families – one black, one white – confront the brutal realities of prejudice, farming and friendship in a divided World War II era.",dee rees carey mulligan jason clarke mary j blige garrett hedlund jason mitchell rob morgan jonathan banks dramas independent movies two mississippi families – one black one white – confront the brutal realities of prejudice farming and friendship in a divided world war ii era
s4272,Movie,Mugamoodi,Mysskin,"Jiiva, Pooja Hegde, Narain, Nasser, Girish Karnad, Anupama Kumar, Selvaah",India,"October 1, 2018",2012,TV-14,150 min,"Action & Adventure, International Movies",A martial arts specialist accidentally becomes a superhero when he steps in – in costume – to help the cops catch a criminal.,mysskin jiiva pooja hegde narain nasser girish karnad anupama kumar selvaah action  adventure international movies a martial arts specialist accidentally becomes a superhero when he steps in – in costume – to help the cops catch a criminal
s4273,Movie,Mujeres arriba,Andrés Feddersen,"Loretto Bernal, Natalia Valdebenito, Alison Mandel, Matías Assler, Cristián Riquelme, Diego Casanueva, Samuel González, Consuelo Holzapfel, Esteban Rojas, Amanda Müller",Chile,"May 21, 2020",2019,TV-14,98 min,"Comedies, International Movies, Romantic Movies","A trio of best friends — a carefree bachelorette, a passionate mom and a perfectionist girlfriend — try to spice up their sex lives with their partners.",andrés feddersen loretto bernal natalia valdebenito alison mandel matías assler cristián riquelme diego casanueva samuel gonzález consuelo holzapfel esteban rojas amanda müller comedies international movies romantic movies a trio of best friends — a carefree bachelorette a passionate mom and a perfectionist girlfriend — try to spice up their sex lives with their partners
s4274,Movie,Mujhse Shaadi Karogi,David Dhawan,"Rajpal Yadav, Amrish Puri, Kader Khan, Shashi Kala, Priyanka Chopra, Salman Khan, Akshay Kumar, Satish Shah",India,"December 31, 2019",2004,TV-PG,158 min,"Comedies, International Movies, Romantic Movies","Samir must overcome a hostile horoscope, a hot temper and a determined rival to win the heart of Rani, the love of his life.",david dhawan rajpal yadav amrish puri kader khan shashi kala priyanka chopra salman khan akshay kumar satish shah comedies international movies romantic movies samir must overcome a hostile horoscope a hot temper and a determined rival to win the heart of rani the love of his life
s4275,Movie,Mujrim,Umesh Mehra,"Mithun Chakraborty, Madhuri Dixit, Suresh Oberoi, Shakti Kapoor, Pallavi Joshi, Gulshan Grover, Amrish Puri, Nutan, Jagdeep, Sharat Saxena",India,"September 1, 2017",1989,TV-14,163 min,"Action & Adventure, Dramas, International Movies","Jailed as a teenager, Shankar has been unable to stay on the right side of the law ever since, despite his wife's pleas and his mother's rejection.",umesh mehra mithun chakraborty madhuri dixit suresh oberoi shakti kapoor pallavi joshi gulshan grover amrish puri nutan jagdeep sharat saxena action  adventure dramas international movies jailed as a teenager shankar has been unable to stay on the right side of the law ever since despite his wifes pleas and his mothers rejection
s4276,Movie,Mukhsin,Yasmin Ahmad,"Mohd Syafie Naswip, Sharifah Aryana, Sharifah Aleya, Adibah Noor, Irwan Iskandar, Sallehuddin Abu Bakar",Malaysia,"December 18, 2020",2006,TV-PG,98 min,"Children & Family Movies, Comedies, Dramas","When young Mukhsin arrives in a new town, 10-year-old tomboy Orked adopts him as her new best friend, and the two develop a touching friendship that begins to spill over into the inklings of first love.",yasmin ahmad mohd syafie naswip sharifah aryana sharifah aleya adibah noor irwan iskandar sallehuddin abu bakar children  family movies comedies dramas when young mukhsin arrives in a new town 10yearold tomboy orked adopts him as her new best friend and the two develop a touching friendship that begins to spill over into the inklings of first love
s4277,Movie,Mumbai Cha Raja,Manjeet Singh,"Rahul Bairagi, Arbaaz Khan, Tejas Parvatkar, Dhanshree Jain, Salman Khan, Aftab Khan",India,"November 15, 2016",2012,TV-MA,77 min,"Dramas, Independent Movies, International Movies","This coming-of-age tale follows Rahul, a young boy growing up in a Mumbai slum whose alcoholic father abuses him and his mother.",manjeet singh rahul bairagi arbaaz khan tejas parvatkar dhanshree jain salman khan aftab khan dramas independent movies international movies this comingofage tale follows rahul a young boy growing up in a mumbai slum whose alcoholic father abuses him and his mother
s4278,Movie,Mumbai Delhi Mumbai,Satish Rajwade,"Shiv Pandit, Piaa Bajpai",India,"July 5, 2020",2014,TV-MA,107 min,"Comedies, International Movies, Romantic Movies","In Delhi for the first time, a Mumbai girl loses her phone but gets a surprise chance at true love with a local boy who begrudgingly helps her.",satish rajwade shiv pandit piaa bajpai comedies international movies romantic movies in delhi for the first time a mumbai girl loses her phone but gets a surprise chance at true love with a local boy who begrudgingly helps her
s4279,Movie,Mumbai Matinee,Anant Balani,"Rahul Bose, Vijay Raaz, Anusha Dhandekar, Perizaad Zorabian, Saurabh Shukla, Asrani, Shehzad Khan",India,"April 15, 2019",2003,TV-14,116 min,"Comedies, International Movies, Romantic Movies","Still a virgin at 32 years old, a frustrated advertising agent gets the shock of his life when an unlikely chain of events turns him into a porn star.",anant balani rahul bose vijay raaz anusha dhandekar perizaad zorabian saurabh shukla asrani shehzad khan comedies international movies romantic movies still a virgin at 32 years old a frustrated advertising agent gets the shock of his life when an unlikely chain of events turns him into a porn star
s4280,Movie,Mumbai Meri Jaan,Nishikant Kamat,"Madhavan, Irrfan Khan, Soha Ali Khan, Paresh Rawal, Kay Kay Menon, Anand Goradia, Vijay Maurya, Vibhavari Deshpande, Santosh Juvekar, Kamlesh Sawant",India,"November 1, 2018",2008,TV-MA,135 min,"Dramas, International Movies","A moving portrayal of the 2006 train bombings in Mumbai, this Indian drama follows the interconnected stories of several strangers.",nishikant kamat madhavan irrfan khan soha ali khan paresh rawal kay kay menon anand goradia vijay maurya vibhavari deshpande santosh juvekar kamlesh sawant dramas international movies a moving portrayal of the 2006 train bombings in mumbai this indian drama follows the interconnected stories of several strangers
s4281,Movie,Munafik 2,Syamsul Yusof,"Syamsul Yusof, Maya Karin, Nasir Bilal Khan, Rahim Razali, Fizz Fairuz, Fauzi Nawawi, Mawi, Ku Faridah",Malaysia,"May 1, 2019",2018,TV-MA,104 min,"Horror Movies, International Movies","Haunted by terrifying visions, a Muslim healer finds his faith tested when he helps a woman locked in battle, body and soul, with a diabolical leader.",syamsul yusof syamsul yusof maya karin nasir bilal khan rahim razali fizz fairuz fauzi nawawi mawi ku faridah horror movies international movies haunted by terrifying visions a muslim healer finds his faith tested when he helps a woman locked in battle body and soul with a diabolical leader
s4282,Movie,Mundeyan Ton Bachke Rahin,Navinder Pal Singh,"Roshan Prince, Jassi Gill, Simran Kaur Mundi, Bharti Singh, Anshu Sawhney, Hobby Dhaliwal, Sunita Dhir, Minto, Manoj Sabarwal, Sunny Gill",India,"November 1, 2018",2014,TV-14,139 min,"Comedies, International Movies, Music & Musicals","When they both fall for the same girl, best pals and shameless womanizers Prince and Jassi go head-to-head to compete for her love.",navinder pal singh roshan prince jassi gill simran kaur mundi bharti singh anshu sawhney hobby dhaliwal sunita dhir minto manoj sabarwal sunny gill comedies international movies music  musicals when they both fall for the same girl best pals and shameless womanizers prince and jassi go headtohead to compete for her love
s4283,Movie,Mune: Guardian of the Moon,"Alexandre Heboyan, Benoît Philippon","Joshua J. Ballard, Nicole Provost, Trevor Devall, Michael Dobson, Jonathan Love, Davey Grant",France,"January 26, 2018",2014,PG,85 min,Children & Family Movies,"When the old guardian of the moon retires, the mischievous Mune is chosen as his successor, but he worries he's not up to the job.",alexandre heboyan benoît philippon joshua j ballard nicole provost trevor devall michael dobson jonathan love davey grant children  family movies when the old guardian of the moon retires the mischievous mune is chosen as his successor but he worries hes not up to the job
s4284,Movie,Muppets Most Wanted,James Bobin,"Ricky Gervais, Ty Burrell, Tina Fey, Kermit the Frog, Miss Piggy, Fozzie Bear, Gonzo, Muppets, Steve Whitmire, Eric Jacobson, Dave Goelz, Bill Barretta, David Rudman, Matt Vogel, Peter Linz",United States,"September 1, 2020",2014,PG,110 min,"Children & Family Movies, Comedies","In the middle of their global tour, the Muppets inadvertently get mixed up in a perilous drama involving a gang of international jewel thieves.",james bobin ricky gervais ty burrell tina fey kermit the frog miss piggy fozzie bear gonzo muppets steve whitmire eric jacobson dave goelz bill barretta david rudman matt vogel peter linz children  family movies comedies in the middle of their global tour the muppets inadvertently get mixed up in a perilous drama involving a gang of international jewel thieves
s4285,Movie,Muqaddar ka Faisla,Prakash Mehra,"Raaj Kumar, Rakhee Gulzar, Raj Babbar, Tina Munim, Pran, Ranjeet, Meenakshi Sheshadri, Akbar Khan",India,"April 1, 2020",1987,TV-14,172 min,"Action & Adventure, Comedies, Dramas",God-fearing Pandit Krishna Kant loses everything and turns to a life of crime after his landlord tries to rape his wife and tears his family apart.,prakash mehra raaj kumar rakhee gulzar raj babbar tina munim pran ranjeet meenakshi sheshadri akbar khan action  adventure comedies dramas godfearing pandit krishna kant loses everything and turns to a life of crime after his landlord tries to rape his wife and tears his family apart
s4286,Movie,Muramba,Varun Narvekar,"Mithila Palkar, Amey Wagh, Sachin Khedekar, Chinmayi Sumit",India,"December 15, 2017",2017,TV-MA,128 min,"Comedies, Dramas, International Movies",A young man and his parents ponder the reasons behind the recent breakdown of a relationship he was in – and the possibility of reconciliation.,varun narvekar mithila palkar amey wagh sachin khedekar chinmayi sumit comedies dramas international movies a young man and his parents ponder the reasons behind the recent breakdown of a relationship he was in – and the possibility of reconciliation
s4287,Movie,Muran,Rajan Madhav,"Prasanna, Cheran, Haripriya, Nikhita, Suma Bhattacharya, Jayaprakash",India,"October 1, 2018",2011,TV-14,134 min,"Action & Adventure, International Movies","When jingle composer Nanda's car breaks down on his way to Chennai, he hitchhikes there with Arjun, who tries to rope Nanda into a shady deal.",rajan madhav prasanna cheran haripriya nikhita suma bhattacharya jayaprakash action  adventure international movies when jingle composer nandas car breaks down on his way to chennai he hitchhikes there with arjun who tries to rope nanda into a shady deal
s4288,TV Show,Murder Maps,Unknown,Nicholas Day,United Kingdom,"March 1, 2018",2017,TV-MA,3 Seasons,"British TV Shows, Crime TV Shows, Docuseries",Dramatic reenactments paired with archival sources artfully illustrate how police brought some of Britain's most infamous killers to justice.,unknown nicholas day british tv shows crime tv shows docuseries dramatic reenactments paired with archival sources artfully illustrate how police brought some of britains most infamous killers to justice
s4289,TV Show,Murder Mountain,Unknown,Unknown,United States,"December 28, 2018",2018,TV-MA,1 Season,"Crime TV Shows, Docuseries","In Humboldt County, California, the big business of legal marijuana brings in visitors from around the world. Some are never seen again.",unknown unknown crime tv shows docuseries in humboldt county california the big business of legal marijuana brings in visitors from around the world some are never seen again
s4290,Movie,Murder Mystery,Kyle Newacheck,"Adam Sandler, Jennifer Aniston, Luke Evans, Gemma Arterton, Adeel Akhtar, Luis Gerardo Méndez, Dany Boon, Terence Stamp",United States,"June 14, 2019",2019,PG-13,98 min,Comedies,"On a long-awaited trip to Europe, a New York City cop and his hairdresser wife scramble to solve a baffling murder aboard a billionaire's yacht.",kyle newacheck adam sandler jennifer aniston luke evans gemma arterton adeel akhtar luis gerardo méndez dany boon terence stamp comedies on a longawaited trip to europe a new york city cop and his hairdresser wife scramble to solve a baffling murder aboard a billionaires yacht
s4291,Movie,Murder Party,Jeremy Saulnier,"Alex Barnett, Macon Blair, Paul Goldblatt, Stacy Rock, William Lacey, Beau Sia, Skei Saulnier, Chris Sharp, Bill Tangradi",United States,"September 1, 2018",2007,NR,79 min,"Comedies, Cult Movies, Horror Movies","A mild-mannered office drone plucks a Halloween party invitation off the street and suddenly finds himself the main event at a ""murder party.""",jeremy saulnier alex barnett macon blair paul goldblatt stacy rock william lacey beau sia skei saulnier chris sharp bill tangradi comedies cult movies horror movies a mildmannered office drone plucks a halloween party invitation off the street and suddenly finds himself the main event at a murder party
s4292,Movie,Murder to Mercy: The Cyntoia Brown Story,Unknown,Unknown,United States,"April 29, 2020",2020,TV-MA,97 min,Documentaries,"After 16-year-old Cyntoia Brown is sentenced to life in prison, questions about her past, physiology and the law itself call her guilt into question.",unknown unknown documentaries after 16yearold cyntoia brown is sentenced to life in prison questions about her past physiology and the law itself call her guilt into question
s4293,TV Show,Murderous Affairs,Unknown,Unknown,United States,"April 17, 2018",2017,TV-MA,3 Seasons,"Crime TV Shows, Docuseries","Mixing interviews with dramatic re-enactments, this series focuses on lethal love affairs and spouses driven to murder.",unknown unknown crime tv shows docuseries mixing interviews with dramatic reenactments this series focuses on lethal love affairs and spouses driven to murder
s4294,TV Show,Murphy's Law of Love,Unknown,"Danson Tang, Chia-ying Lee, Jolin Chien, Jenna Wang, Meng-sheng Shen, Wen-lin Fang, Wei Lin, Phoebe Huang",Taiwan,"October 1, 2016",2015,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",An online matchmaker who's convinced she's living under a curse finds her theories on life and love tested when she meets a shrewd divorce expert.,unknown danson tang chiaying lee jolin chien jenna wang mengsheng shen wenlin fang wei lin phoebe huang international tv shows romantic tv shows tv comedies an online matchmaker whos convinced shes living under a curse finds her theories on life and love tested when she meets a shrewd divorce expert
s4295,Movie,Music Teacher,Sarthak Dasgupta,"Manav Kaul, Amrita Bagchi, Divya Dutta, Neena Gupta, Niharika Lyra Dutt, K.C. Shankar",India,"April 19, 2019",2019,TV-14,102 min,"Dramas, Independent Movies, International Movies",A dejected small-town music teacher grapples with guilt and regret when his ex-pupil who once loved him returns home as the star he always wanted to be.,sarthak dasgupta manav kaul amrita bagchi divya dutta neena gupta niharika lyra dutt kc shankar dramas independent movies international movies a dejected smalltown music teacher grapples with guilt and regret when his expupil who once loved him returns home as the star he always wanted to be
s4296,Movie,Must Be... Love,Dado C. Lumibao,"Kathryn Bernardo, Daniel Padilla, Liza Soberano, John Estrada, John Lapus",Philippines,"December 3, 2020",2013,TV-14,106 min,"Comedies, Dramas, International Movies","When a teenage girl develops romantic feelings for her childhood best friend, she finds herself changing her ways to win him over.",dado c lumibao kathryn bernardo daniel padilla liza soberano john estrada john lapus comedies dramas international movies when a teenage girl develops romantic feelings for her childhood best friend she finds herself changing her ways to win him over
s4297,Movie,Mustang Island,Craig Elrod,"Macon Blair, Lee Eddy, John Merriman, Byron Brown, Jason Newman",United States,"January 2, 2018",2017,TV-14,86 min,"Comedies, Dramas, Independent Movies","After being dumped on New Year's Eve, Bill pursues his ex-girlfriend to an off-season Gulf Coast beach town, but things get complicated along the way.",craig elrod macon blair lee eddy john merriman byron brown jason newman comedies dramas independent movies after being dumped on new years eve bill pursues his exgirlfriend to an offseason gulf coast beach town but things get complicated along the way
s4298,TV Show,Mutant Busters,Unknown,"Dermot Arrigan, James Giblin, Noah Levin, Molly Malcolm, Colin Morgan, Benjamin Nathan-Serio, Alex Wagner, Joshua Zamrycki",Spain," June 1, 2017",2017,TV-PG,2 Seasons,"Kids' TV, TV Comedies","After a natural disaster known as the Big Fart leaves Earth divided, only Sheriff and his rebel misfits can protect the planet from a mutant invasion.",unknown dermot arrigan james giblin noah levin molly malcolm colin morgan benjamin nathanserio alex wagner joshua zamrycki kids tv tv comedies after a natural disaster known as the big fart leaves earth divided only sheriff and his rebel misfits can protect the planet from a mutant invasion
